1.00231,2811042639,0.00000,-1,15,-1,-1,-1,0,2.00800e+14,2.00800e+14,1190.447000,137.953000,997.330000,1,0.28343,1001.570000,36.17984,43.14082,17.96339,16.100,8.510,-78.880,2.536e+15,-4.744e+14,-6.566e+15,0.02391,27034733,27034733,2811042639,1793180,177,-1,27203262,27034901,0.11954,2812606193,132.662,200830000000000,223780000000000,158240000000000,116580000000000,65777000000000,25.7357,21.34,0.02447,0.63663,0.47559,59.7891,-18.8001,19.2231,0.6863,0.48895,44.7802,-12.5435,17.2081,0.593,202700000000000,111800000000000,2.00800e+14,2.00800e+14,1001.570000,1091.380000,0.41506,1.739e+04,1.739e+04,1.281e+04,1.173e+04,1.247e+04,1.002e+00,1.00231,1.00231,2.008e+14,1001.570,1001.570,0.12244,0,0,0,1,1,1,0.10056522,0.23833373,0.13776851
1.00231,2811055606,0.00000,-1,8,-1,-1,-1,0,1.79600e+14,1.79600e+14,1146.849000,185.805000,951.060000,1,0.29862,895.200000,45.36644,49.54417,40.01593,2.460,264.770,-128.080,1.074e+16,4.931e+15,-1.185e+16,0.06297,30715150,30715150,2811055606,1806147,177,-1,30834046,30715320,0.50587,2811077105,190.548,179560000000000,204460000000000,142290000000000,100360000000000,47026000000000,41.987,41.91,0.06994,0.8397,0.56181,34.6803,17.8882,41.2062,0.73306,0.52992,16.9008,21.8839,31.9693,0.627,181000000000000,128700000000000,1.79600e+14,1.79600e+14,895.200000,969.050000,0.50618,7.324e+03,7.324e+03,1.376e+04,1.490e+04,1.118e+04,1.002e+00,1.00231,1.00231,1.796e+14,895.200,895.200,0.49100,0,0,0,1,1,1,0.83294916,0.75515944,0.75515944
1.00231,2809250167,0.00000,-1,8,-1,-1,-1,0,1.29800e+14,1.29800e+14,1029.343000,119.294000,864.530000,1,0.49606,853.830000,22.02318,13.88261,9.80153,18.490,124.890,-35.190,2.133e+15,-3.236e+15,-3.111e+15,0.03607,44555937,44555937,2809250167,708,177,-1,44662903,44556105,0.07568,2810630242,122.839,129860000000000,141210000000000,112010000000000,87766000000000,39496000000000,26.4619,23.35,0.03566,0.76149,0.66381,38.9596,24.3626,-17.5268,0.60863,0.53796,36.5796,16.7702,-11.2216,0.5774,149500000000000,80320000000000,1.29800e+14,1.29800e+14,853.830000,926.370000,0.49100,2.747e+03,2.747e+03,4.666e+03,3.937e+03,3.113e+03,1.002e+00,1.00231,1.00231,1.298e+14,853.830,853.830,0.10074,0,0,0,1,1,1,0.14706802,0.14706802,0.14706802
1.00231,2809483946,0.00000,-1,9,-1,-1,-1,0,1.03000e+14,1.03000e+14,952.978000,132.334000,801.130000,1,0.38469,777.640000,12.29788,36.67881,34.18085,-281.370,-115.390,-391.280,1.713e+15,-1.488e+15,4.582e+15,0.05031,55895639,55895639,2809483946,234487,177,-1,55978303,55895813,0.09677,2820592816,123.506,103250000000000,115110000000000,82069000000000,57781000000000,30529000000000,51.6998,98.45,0.05394,0.7881,0.47302,-10.3568,38.9949,24.7744,0.79532,0.47207,-10.437,28.8854,17.7882,0.6152,104800000000000,64200000000000,1.03000e+14,1.03000e+14,777.640000,831.170000,0.65806,2.747e+03,2.747e+03,4.401e+03,7.723e+03,9.769e+03,1.002e+00,1.00231,1.00231,1.030e+14,777.640,777.640,0.10259,1,1,0,1,1,1,0.37034455,0.37211609,0.85362488
1.00231,2809272603,0.00000,-1,6,-1,-1,-1,0,9.94700e+13,9.94700e+13,941.893000,140.770000,819.390000,1,0.63275,748.560000,10.66037,26.12877,22.50090,-43.870,292.950,-171.470,1.207e+15,-2.126e+15,-2.677e+15,0.03480,57715932,57715932,2809272603,23144,177,-1,57768950,57716103,0.12465,2809483946,140.77,99617000000000,108110000000000,84337000000000,59100000000000,26267000000000,77.9697,118.79,0.04055,0.66155,0.47409,52.7796,6.18836,29.2183,0.72637,0.47615,37.9703,7.08932,21.144,0.67,107600000000000,70970000000000,9.94700e+13,9.94700e+13,748.560000,748.560000,0.63781,5.218e+03,5.218e+03,1.148e+04,6.862e+03,7.258e+03,1.002e+00,1.00231,1.00231,9.947e+13,748.560,748.560,0.15790,1,1,1,1,1,1,0.019607428,0.019607428,0.019607428
1.00231,2809261554,0.00000,-1,6,-1,-1,-1,0,9.94415e+13,9.50300e+13,927.672000,100.168000,777.360000,1,0.30369,793.170000,1.93592,29.54940,18.11720,281.140,229.380,224.590,6.397e+14,9.265e+14,-1.004e+15,0.01835,60041176,60041176,2809261554,12095,177,-1,60127565,60041335,0.18597,2809272603,95.9102,95034000000000,112180000000000,75621000000000,56980000000000,32381000000000,30.4448,17.62,0.0182,0.68402,0.5565,39.1732,-18.0791,1.58553,0.73133,0.59224,29.7254,-13.3796,1.54566,0.5774,97200000000000,51450000000000,9.50300e+13,9.95600e+13,793.170000,847.670000,0.48087,6.317e+03,6.317e+03,-2.158e+03,2.748e+03,5.884e+03,8.732e-01,1.00231,1.00231,9.503e+13,793.170,799.150,0.14729,0,0,0,1,1,1,0.0066425274,0.0066425274,0.0066425274
1.00231,2809285813,0.00000,-1,8,-1,-1,-1,0,8.82900e+13,8.82900e+13,905.182000,157.662000,738.900000,1,0.38975,699.800000,14.82678,24.66325,38.86248,-85.390,208.720,-470.920,3.657e+15,-7.005e+14,-1.766e+15,0.05127,64241523,64241523,2809285813,36354,177,-1,64306937,64241689,0.15000,2809483946,159.774,88288000000000,98379000000000,70469000000000,47156000000000,22054000000000,66.5959,174.95,0.05624,0.78834,0.5826,12.9628,-16.5,37.8724,0.59404,0.42643,16.8319,-14.8465,26.3667,0.6144,89090000000000,67380000000000,8.82900e+13,8.82900e+13,699.800000,708.750000,0.60743,2.289e+03,2.289e+03,8.478e+03,5.411e+03,6.378e+03,1.002e+00,1.00231,1.00231,8.829e+13,699.800,699.800,0.16268,0,0,0,1,1,1,1.1330252,1.0161104,1.0161104
1.00231,2809273410,0.00000,-1,5,-1,-1,-1,0,8.59300e+13,8.59300e+13,897.055000,97.348000,770.780000,1,0.50618,755.750000,15.10384,25.64953,23.68184,-365.370,199.120,-194.930,-1.683e+15,6.730e+13,-1.302e+15,0.03026,65919762,65919762,2809273410,23951,177,-1,66005957,65919933,0.38106,2809272603,99.3318,85985000000000,92318000000000,73720000000000,55764000000000,27917000000000,28.2461,22.98,0.03039,0.78261,0.53571,34.9896,13.8088,21.182,0.66043,0.47161,27.3869,11.6206,19.3052,0.5964,95570000000000,49120000000000,8.59300e+13,8.59300e+13,755.750000,842.280000,0.49606,5.859e+03,5.859e+03,5.696e+03,3.924e+03,2.701e+03,1.002e+00,1.00231,1.00231,8.593e+13,755.750,755.750,0.38210,0,1,1,1,1,1,0.93952179,0.06047821,0.8131004
1.00231,2809284998,0.00000,-1,10,-1,-1,-1,0,8.41014e+13,8.28200e+13,886.089000,121.528000,733.170000,1,0.52644,723.390000,10.49368,33.33908,33.39198,-44.450,275.280,-407.850,-1.579e+14,-1.464e+15,-1.764e+15,0.03328,67712471,67712471,2809284998,35539,177,-1,67774958,67712637,0.44610,2809483946,114.562,82824000000000,92833000000000,67612000000000,49445000000000,23791000000000,33.1475,49.52,0.03488,0.5303,0.49386,-7.4654,53.5371,-20.6847,0.49074,0.48355,-5.69726,41.2518,-14.2464,0.5966,85810000000000,53780000000000,8.28200e+13,8.41800e+13,723.390000,785.180000,0.52137,-2.930e+03,-2.930e+03,1.504e+03,6.222e+03,3.737e+03,9.416e-01,1.00231,1.00231,8.282e+13,723.390,727.420,0.43337,0,0,0,1,1,1,0.0017949616,0.0017949616,0.0017949616
1.00231,2810866534,0.00000,-1,10,-1,-1,-1,0,8.26300e+13,8.26300e+13,885.411000,148.718000,724.020000,1,0.59731,692.870000,46.21854,6.28848,41.90070,-255.780,139.390,30.360,-4.940e+15,2.523e+13,1.688e+14,0.06731,68003201,68003201,2810866534,1617075,177,-1,68080534,68003361,0.09193,2812396416,144.872,82945000000000,93801000000000,63353000000000,44098000000000,21730000000000,72.3204,103.69,0.07532,0.77877,0.59967,-16.7622,28.5037,42.5687,0.72211,0.6023,36.832,-5.55081,-4.09343,0.625,84370000000000,59090000000000,8.26300e+13,8.26300e+13,692.870000,755.640000,0.57706,1.648e+03,1.648e+03,3.729e+03,3.337e+03,4.106e+03,1.002e+00,1.00231,1.00231,8.263e+13,692.870,692.870,0.15712,1,1,1,1,1,1,0.60919613,0.60919613,0.60919613
